,Unnamed: 0,SrNo,JuzNo,SurahNo,AyahNo,EnglishTranslation,ArabicWordCount,ArabicLetterCount,UrduTranslation,Arabic
5353,5353,5354,29,69,31,"""And burn ye him in the Blazing Fire.",3,12,پھر دوزخ کی آگ میں جھونک دو ,ثُمَّ الْجَحِيمَ صَلُّوهُ
5354,5354,5355,29,69,32,"""Further, make him march in a chain, whereof the length is seventy cubits!",7,33,پھر زنجیر سے جس کی ناپ ستر گز ہے جکڑ دو ,ثُمَّ فِي سِلْسِلَةٍ ذَرْعُهَا سَبْعُونَ ذِرَاعًا فَاسْلُكُوهُ
5355,5355,5356,29,69,33,"""This was he that would not believe in Allah Most High.",6,23,یہ نہ تو خدائے جل شانہ پر ایمان لاتا تھا ,إِنَّهُ كَانَ لَا يُؤْمِنُ بِاللَّهِ الْعَظِيمِ
5356,5356,5357,29,69,34,"""And would not encourage the feeding of the indigent!",5,20,اور نہ فقیر کے کھانا کھلانے پر آمادہ کرتا تھا ,وَلَا يَحُضُّ عَلَىٰ طَعَامِ الْمِسْكِينِ
5357,5357,5358,29,69,35,"""So no friend hath he here this Day.",5,20,سو آج اس کا بھی یہاں کوئی دوستدار نہیں ,فَلَيْسَ لَهُ الْيَوْمَ هَاهُنَا حَمِيمٌ
5358,5358,5359,29,69,36,"""Nor hath he any food except the corruption from the washing of wounds,",5,18,اور نہ پیپ کے سوا (اس کے لئے) کھانا ہے ,وَلَا طَعَامٌ إِلَّا مِنْ غِسْلِينٍ
5359,5359,5360,29,69,37,"""Which none do eat but those in sin.""",4,18,جس کو گنہگاروں کے سوا کوئی نہیں کھائے گا ,لَا يَأْكُلُهُ إِلَّا الْخَاطِئُونَ
5360,5360,5361,29,69,38,"So I do call to witness what ye see,",4,16,تو ہم کو ان چیزوں کی قسم جو تم کو نظر آتی ہیں ,فَلَا أُقْسِمُ بِمَا تُبْصِرُونَ
5361,5361,5362,29,69,39,"And what ye see not,",3,11,اور ان کی جو نظر میں نہیں آتیں ,وَمَا لَا تُبْصِرُونَ
5362,5362,5363,29,69,40,That this is verily the word of an honoured messenger;,4,17,کہ یہ (قرآن) فرشتہٴ عالی مقام کی زبان کا پیغام ہے ,إِنَّهُ لَقَوْلُ رَسُولٍ كَرِيمٍ
5363,5363,5364,29,69,41,It is not the word of a poet: little it is ye believe!,8,29,اور یہ کسی شاعر کا کلام نہیں۔ مگر تم لوگ بہت ہی کم ایمان لاتے ہو ,وَمَا هُوَ بِقَوْلِ شَاعِرٍ ۚ قَلِيلًا مَا تُؤْمِنُونَ
5364,5364,5365,29,69,42,Nor is it the word of a soothsayer: little admonition it is ye receive.,7,27,اور نہ کسی کاہن کے مزخرفات ہیں۔ لیکن تم لوگ بہت ہی کم فکر کرتے ہو ,وَلَا بِقَوْلِ كَاهِنٍ ۚ قَلِيلًا مَا تَذَكَّرُونَ
5365,5365,5366,29,69,43,(This is) a Message sent down from the Lord of the Worlds.,4,17,یہ تو) پروردگار عالم کا اُتارا (ہوا) ہے ,تَنْزِيلٌ مِنْ رَبِّ الْعَالَمِينَ
5366,5366,5367,29,69,44,"And if the messenger were to invent any sayings in Our name,",5,23,اگر یہ پیغمبر ہماری نسبت کوئی بات جھوٹ بنا لاتے ,وَلَوْ تَقَوَّلَ عَلَيْنَا بَعْضَ الْأَقَاوِيلِ
5367,5367,5368,29,69,45,"We should certainly seize him by his right hand,",3,16,تو ہم ان کا داہنا ہاتھ پکڑ لیتے ,لَأَخَذْنَا مِنْهُ بِالْيَمِينِ
5368,5368,5369,29,69,46,And We should certainly then cut off the artery of his heart:,4,17,پھر ان کی رگ گردن کاٹ ڈالتے ,ثُمَّ لَقَطَعْنَا مِنْهُ الْوَتِينَ
5369,5369,5370,29,69,47,Nor could any of you withhold him (from Our wrath).,6,22,پھر تم میں سے کوئی (ہمیں) اس سے روکنے والا نہ ہوتا ,فَمَا مِنْكُمْ مِنْ أَحَدٍ عَنْهُ حَاجِزِينَ
5370,5370,5371,29,69,48,But verily this is a Message for the Allah-fearing.,3,17,اور یہ (کتاب) تو پرہیزگاروں کے لئے نصیحت ہے ,وَإِنَّهُ لَتَذْكِرَةٌ لِلْمُتَّقِينَ
5371,5371,5372,29,69,49,And We certainly know that there are amongst you those that reject (it).,5,21,اور ہم جانتے ہیں کہ تم میں سے بعض اس کو جھٹلانے والے ہیں ,وَإِنَّا لَنَعْلَمُ أَنَّ مِنْكُمْ مُكَذِّبِينَ
5372,5372,5373,29,69,50,But truly (Revelation) is a cause of sorrow for the Unbelievers.,4,20,نیز یہ کافروں کے لئے (موجب) حسرت ہے ,وَإِنَّهُ لَحَسْرَةٌ عَلَى الْكَافِرِينَ
5373,5373,5374,29,69,51,But verily it is Truth of assured certainty.,3,13,اور کچھ شک نہیں کہ یہ برحق قابل یقین ہے ,وَإِنَّهُ لَحَقُّ الْيَقِينِ
5374,5374,5375,29,69,52,So glorify the name of thy Lord Most High.,4,17,سو تم اپنے پروردگار عزوجل کے نام کی تنزیہ کرتے رہو,فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيمِ
5375,5375,5376,29,70,1,A questioner asked about a Penalty to befall-,4,18,ایک طلب کرنے والے نے عذاب طلب کیا جو نازل ہو کر رہے گا ,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ سَأَلَ سَائِلٌ بِعَذَابٍ وَاقِعٍ
5376,5376,5377,29,70,2,"The Unbelievers, the which there is none to ward off,-",4,17,(یعنی) کافروں پر (اور) کوئی اس کو ٹال نہ سکے گا ,لِلْكَافِرِينَ لَيْسَ لَهُ دَافِعٌ
5377,5377,5378,29,70,3,"(A Penalty) from Allah, Lord of the Ways of Ascent.",4,15,(اور وہ) خدائے صاحب درجات کی طرف سے (نازل ہوگا) ,مِنَ اللَّهِ ذِي الْمَعَارِجِ
5378,5378,5379,29,70,4,The angels and the spirit ascend unto him in a Day the measure whereof is (as) fifty thousand years:,11,49,جس کی طرف روح (الامین) اور فرشتے پڑھتے ہیں (اور) اس روز (نازل ہوگا) جس کا اندازہ پچاس ہزار برس کا ہوگا ,تَعْرُجُ الْمَلَائِكَةُ وَالرُّوحُ إِلَيْهِ فِي يَوْمٍ كَانَ مِقْدَارُهُ خَمْسِينَ أَلْفَ سَنَةٍ
5379,5379,5380,29,70,5,"Therefore do thou hold Patience,- a Patience of beautiful (contentment).",3,16,(تو تم کافروں کی باتوں کو) قوت کے ساتھ برداشت کرتے رہو ,فَاصْبِرْ صَبْرًا جَمِيلًا
5380,5380,5381,29,70,6,They see the (Day) indeed as a far-off (event):,3,15,وہ ان لوگوں کی نگاہ میں دور ہے ,إِنَّهُمْ يَرَوْنَهُ بَعِيدًا
5381,5381,5382,29,70,7,But We see it (quite) near.,2,11,اور ہماری نظر میں نزدیک ,وَنَرَاهُ قَرِيبًا
5382,5382,5383,29,70,8,"The Day that the sky will be like molten brass,",4,19,جس دن آسمان ایسا ہو جائے گا جیسے پگھلا ہوا تانبا ,يَوْمَ تَكُونُ السَّمَاءُ كَالْمُهْلِ
5383,5383,5384,29,70,9,"And the mountains will be like wool,",3,17,اور پہاڑ (ایسے) جیسے (دھنکی ہوئی) رنگین اون ,وَتَكُونُ الْجِبَالُ كَالْعِهْنِ
5384,5384,5385,29,70,10,"And no friend will ask after a friend,",4,17,اور کوئی دوست کسی دوست کا پرسان نہ ہوگا ,وَلَا يَسْأَلُ حَمِيمٌ حَمِيمًا
5385,5385,5386,29,70,11,"Though they will be put in sight of each other,- the sinner's desire will be: Would that he could redeem himself from the Penalty of that Day by (sacrificing) his children,",10,42,ایک دوسرے کو سامنے دیکھ رہے ہوں گے (اس روز) گنہگار خواہش کرے گا کہ کسی طرح اس دن کے عذاب کے بدلے میں (سب کچھ) دے دے یعنی اپنے بیٹے ,يُبَصَّرُونَهُمْ ۚ يَوَدُّ الْمُجْرِمُ لَوْ يَفْتَدِي مِنْ عَذَابِ يَوْمِئِذٍ بِبَنِيهِ
5386,5386,5387,29,70,12,"His wife and his brother,",2,12,اور اپنی بیوی اور اپنے بھائی ,وَصَاحِبَتِهِ وَأَخِيهِ
5387,5387,5388,29,70,13,"His kindred who sheltered him,",3,16,اور اپنا خاندان جس میں وہ رہتا تھا ,وَفَصِيلَتِهِ الَّتِي تُؤْوِيهِ
5388,5388,5389,29,70,14,"And all, all that is on earth,- so it could deliver him:",6,23,اور جتنے آدمی زمین میں ہیں (غرض) سب (کچھ دے دے) اور اپنے تئیں عذاب سے چھڑا لے ,وَمَنْ فِي الْأَرْضِ جَمِيعًا ثُمَّ يُنْجِيهِ
5389,5389,5390,29,70,15,By no means! for it would be the Fire of Hell!-,4,11,(لیکن) ایسا ہرگز نہیں ہوگا وہ بھڑکتی ہوئی آگ ہے ,كَلَّا ۖ إِنَّهَا لَظَىٰ
5390,5390,5391,29,70,16,Plucking out (his being) right to the skull!-,2,11,کھال ادھیڑ ڈالنے والی ,نَزَّاعَةً لِلشَّوَىٰ
5391,5391,5392,29,70,17,Inviting (all) such as turn their backs and turn away their faces (from the Right).,4,15,ان لوگوں کو اپنی طرف بلائے گی جنہوں نے (دین حق سے) اعراض کیا ,تَدْعُو مَنْ أَدْبَرَ وَتَوَلَّىٰ
5392,5392,5393,29,70,18,And collect (wealth) and hide it (from use)!,2,9,اور (مال )جمع کیا اور بند کر رکھا ,وَجَمَعَ فَأَوْعَىٰ
5393,5393,5394,29,70,19,Truly man was created very impatient;-,4,18,کچھ شک نہیں کہ انسان کم حوصلہ پیدا ہوا ہے ,إِنَّ الْإِنْسَانَ خُلِقَ هَلُوعًا
5394,5394,5395,29,70,20,Fretful when evil touches him;,4,16,جب اسے تکلیف پہنچتی ہے تو گھبرا اٹھتا ہے ,إِذَا مَسَّهُ الشَّرُّ جَزُوعًا
5395,5395,5396,29,70,21,And niggardly when good reaches him;-,4,18,اور جب آسائش حاصل ہوتی ہے تو بخیل بن جاتا ہے ,وَإِذَا مَسَّهُ الْخَيْرُ مَنُوعًا
5396,5396,5397,29,70,22,Not so those devoted to Prayer;-,2,10,مگر نماز گزار ,إِلَّا الْمُصَلِّينَ
5397,5397,5398,29,70,23,Those who remain steadfast to their prayer;,5,22,جو نماز کا التزام رکھتے (اور بلاناغہ پڑھتے) ہیں ,الَّذِينَ هُمْ عَلَىٰ صَلَاتِهِمْ دَائِمُونَ
5398,5398,5399,29,70,24,And those in whose wealth is a recognised right.,5,22,اور جن کے مال میں حصہ مقرر ہے ,وَالَّذِينَ فِي أَمْوَالِهِمْ حَقٌّ مَعْلُومٌ
5399,5399,5400,29,70,25,For the (needy) who asks and him who is prevented (for some reason from asking);,2,14,(یعنی) مانگنے والے کا۔ اور نہ مانگے والے والا کا ,لِلسَّائِلِ وَالْمَحْرُومِ
5400,5400,5401,29,70,26,And those who hold to the truth of the Day of Judgment;,4,21,اور جو روز جزا کو سچ سمجھتے ہیں ,وَالَّذِينَ يُصَدِّقُونَ بِيَوْمِ الدِّينِ
5401,5401,5402,29,70,27,"And those who fear the displeasure of their Lord,-",6,24,اور جو اپنے پروردگار کے عذاب سے خوف رکھتے ہیں ,وَالَّذِينَ هُمْ مِنْ عَذَابِ رَبِّهِمْ مُشْفِقُونَ
5402,5402,5403,29,70,28,For their Lord's displeasure is the opposite of Peace and Tranquillity;-,5,19,بےشک ان کے پروردگار کا عذاب ہے ہی ایسا کہ اس سے بےخوف نہ ہوا جائے ,إِنَّ عَذَابَ رَبِّهِمْ غَيْرُ مَأْمُونٍ
5403,5403,5404,29,70,29,"And those who guard their chastity,",4,21,اور جو اپنی شرمگاہوں کی حفاظت کرتے ہیں ,وَالَّذِينَ هُمْ لِفُرُوجِهِمْ حَافِظُونَ
5404,5404,5405,29,70,30,"Except with their wives and the (captives) whom their right hands possess,- for (then) they are not to be blamed,",10,42,مگر اپنی بیویوں یا لونڈیوں سے کہ (ان کے پاس جانے پر) انہیں کچھ ملامت نہیں ,إِلَّا عَلَىٰ أَزْوَاجِهِمْ أَوْ مَا مَلَكَتْ أَيْمَانُهُمْ فَإِنَّهُمْ غَيْرُ مَلُومِينَ
5405,5405,5406,29,70,31,But those who trespass beyond this are transgressors;-,7,30,اور جو لوگ ان کے سوا اور کے خواستگار ہوں وہ حد سے نکل جانے والے ہیں ,فَمَنِ ابْتَغَىٰ وَرَاءَ ذَٰلِكَ فَأُولَٰئِكَ هُمُ الْعَادُونَ
5406,5406,5407,29,70,32,And those who respect their trusts and covenants;,5,28,اور جو اپنی امانتوں اور اقراروں کا پاس کرتے ہیں ,وَالَّذِينَ هُمْ لِأَمَانَاتِهِمْ وَعَهْدِهِمْ رَاعُونَ
5407,5407,5408,29,70,33,And those who stand firm in their testimonies;,4,23,اور جو اپنی شہادتوں پر قائم رہتے ہیں ,وَالَّذِينَ هُمْ بِشَهَادَاتِهِمْ قَائِمُونَ
5408,5408,5409,29,70,34,And those who guard (the sacredness) of their worship;-,5,24,اور جو اپنی نماز کی خبر رکھتے ہیں ,وَالَّذِينَ هُمْ عَلَىٰ صَلَاتِهِمْ يُحَافِظُونَ
5409,5409,5410,29,70,35,Such will be the honoured ones in the Gardens (of Bliss).,4,18,یہی لوگ باغہائے بہشت میں عزت واکرام سے ہوں گے ,أُولَٰئِكَ فِي جَنَّاتٍ مُكْرَمُونَ
5410,5410,5411,29,70,36,Now what is the matter with the Unbelievers that they rush madly before thee-,5,24,تو ان کافروں کو کیا ہوا ہے کہ تمہاری طرف دوڑے چلے آتے ہیں ,فَمَالِ الَّذِينَ كَفَرُوا قِبَلَكَ مُهْطِعِينَ
5411,5411,5412,29,70,37,"From the right and from the left, in crowds?",5,21,اور) دائیں بائیں سے گروہ گروہ ہو کر (جمع ہوتے جاتے ہیں) ,عَنِ الْيَمِينِ وَعَنِ الشِّمَالِ عِزِينَ
5412,5412,5413,29,70,38,Does every man of them long to enter the Garden of Bliss?,8,30,کیا ان میں سے ہر شخص یہ توقع رکھتا ہے کہ نعمت کے باغ میں داخل کیا جائے گا ,أَيَطْمَعُ كُلُّ امْرِئٍ مِنْهُمْ أَنْ يُدْخَلَ جَنَّةَ نَعِيمٍ
5413,5413,5414,29,70,39,By no means! For We have created them out of the (base matter) they know!,6,23,ہرگز نہیں۔ ہم نے ان کو اس چیز سے پیدا کیا ہے جسے وہ جانتے ہیں ,كَلَّا ۖ إِنَّا خَلَقْنَاهُمْ مِمَّا يَعْلَمُونَ
5414,5414,5415,29,70,40,Now I do call to witness the Lord of all points in the East and the West that We can certainly-,7,35,ہمیں مشرقوں اور مغربوں کے مالک کی قسم کہ ہم طاقت رکھتے ہیں ,فَلَا أُقْسِمُ بِرَبِّ الْمَشَارِقِ وَالْمَغَارِبِ إِنَّا لَقَادِرُونَ
5415,5415,5416,29,70,41,Substitute for them better (men) than they; And We are not to be defeated (in Our Plan).,8,32,(یعنی) اس بات پر (قادر ہیں) کہ ان سے بہتر لوگ بدل لائیں اور ہم عاجز نہیں ہیں ,عَلَىٰ أَنْ نُبَدِّلَ خَيْرًا مِنْهُمْ وَمَا نَحْنُ بِمَسْبُوقِينَ
5416,5416,5417,29,70,42,"So leave them to plunge in vain talk and play about, until they encounter that Day of theirs which they have been promised!-",8,42,تو (اے پیغمبر) ان کو باطل میں پڑے رہنے اور کھیل لینے دو یہاں تک کہ جس دن کا ان سے وعدہ کیا جاتا ہے وہ ان کے سامنے آ موجود ہو ,فَذَرْهُمْ يَخُوضُوا وَيَلْعَبُوا حَتَّىٰ يُلَاقُوا يَوْمَهُمُ الَّذِي يُوعَدُونَ
5417,5417,5418,29,70,43,"The Day whereon they will issue from their sepulchres in sudden haste as if they were rushing to a goal-post (fixed for them),-",9,42,اس دن یہ قبر سے نکل کر (اس طرح) دوڑیں گے جیسے (شکاری) شکار کے جال کی طرف دوڑتے ہیں ,يَوْمَ يَخْرُجُونَ مِنَ الْأَجْدَاثِ سِرَاعًا كَأَنَّهُمْ إِلَىٰ نُصُبٍ يُوفِضُونَ
5418,5418,5419,29,70,44,"Their eyes lowered in dejection,- ignominy covering them (all over)! such is the Day the which they are promised!",10,46,ان کی آنکھیں جھک رہی ہوں گی اور ذلت ان پر چھا رہی ہوگی۔ یہی وہ دن ہے جس کا ان سے وعدہ کیا جاتا تھا,خَاشِعَةً أَبْصَارُهُمْ تَرْهَقُهُمْ ذِلَّةٌ ۚ ذَٰلِكَ الْيَوْمُ الَّذِي كَانُوا يُوعَدُونَ
5419,5419,5420,29,71,1,"We sent Noah to his People (with the Command): ""Do thou warn thy People before there comes to them a grievous Penalty.""",14,52,ہم نے نوحؑ کو ان کی قوم کی طرف بھیجا کہ پیشتر اس کے کہ ان پر درد دینے والا عذاب واقع ہو اپنی قوم کو ہدایت کردو ,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ إِنَّا أَرْسَلْنَا نُوحًا إِلَىٰ قَوْمِهِ أَنْ أَنْذِرْ قَوْمَكَ مِنْ قَبْلِ أَنْ يَأْتِيَهُمْ عَذَابٌ أَلِيمٌ
5420,5420,5421,29,71,2,"He said: ""O my People! I am to you a Warner, clear and open:",7,22,انہوں نے کہا کہ اے قوم! میں تم کو کھلے طور پر نصیحت کرتا ہوں ,قَالَ يَا قَوْمِ إِنِّي لَكُمْ نَذِيرٌ مُبِينٌ
5421,5421,5422,29,71,3,"""That ye should worship Allah, fear Him and obey me:",5,25,کہ خدا کی عبات کرو اور اس سے ڈرو اور میرا کہا مانو ,أَنِ اعْبُدُوا اللَّهَ وَاتَّقُوهُ وَأَطِيعُونِ
5422,5422,5423,29,71,4,"""So He may forgive you your sins and give you respite for a stated Term: for when the Term given by Allah is accomplished, it cannot be put forward: if ye only knew.""",20,68,وہ تمہارے گناہ بخش دے گا اور (موت کے) وقت مقررہ تک تم کو مہلت عطا کرے گا۔ جب خدا کا مقرر کیا ہوگا وقت آجاتا ہے تو تاخیر نہیں ہوتی۔ کاش تم جانتے ہوتے ,يَغْفِرْ لَكُمْ مِنْ ذُنُوبِكُمْ وَيُؤَخِّرْكُمْ إِلَىٰ أَجَلٍ مُسَمًّى ۚ إِنَّ أَجَلَ اللَّهِ إِذَا جَاءَ لَا يُؤَخَّرُ ۖ لَوْ كُنْتُمْ تَعْلَمُونَ
5423,5423,5424,29,71,5,"He said: ""O my Lord! I have called to my People night and day:",7,28,جب لوگوں نے نہ مانا تو (نوحؑ نے) خدا سے عرض کی کہ پروردگار میں اپنی قوم کو رات دن بلاتا رہا ,قَالَ رَبِّ إِنِّي دَعَوْتُ قَوْمِي لَيْلًا وَنَهَارًا
5424,5424,5425,29,71,6,"""But my call only increases (their) flight (from the Right).",5,22,لیکن میرے بلانے سے وہ اور زیادہ گزیر کرتے رہے ,فَلَمْ يَزِدْهُمْ دُعَائِي إِلَّا فِرَارًا
5425,5425,5426,29,71,7,"""And every time I have called to them, that Thou mightest forgive them, they have (only) thrust their fingers into their ears, covered themselves up with their garments, grown obstinate, and given themselves up to arrogance.",14,80,جب جب میں نے ان کو بلایا کہ (توبہ کریں اور) تو ان کو معاف فرمائے تو انہوں نے اپنے کانوں میں انگلیاں دے لیں اور کپڑے اوڑھ لئے اور اڑ گئے اور اکڑ بیٹھے ,وَإِنِّي كُلَّمَا دَعَوْتُهُمْ لِتَغْفِرَ لَهُمْ جَعَلُوا أَصَابِعَهُمْ فِي آذَانِهِمْ وَاسْتَغْشَوْا ثِيَابَهُمْ وَأَصَرُّوا وَاسْتَكْبَرُوا اسْتِكْبَارًا
5426,5426,5427,29,71,8,"""So I have called to them aloud;",4,17,پھر میں ان کو کھلے طور پر بھی بلاتا رہا ,ثُمَّ إِنِّي دَعَوْتُهُمْ جِهَارًا
5427,5427,5428,29,71,9,"""Further I have spoken to them in public and secretly in private,",7,29,اور ظاہر اور پوشیدہ ہر طرح سمجھاتا رہا ,ثُمَّ إِنِّي أَعْلَنْتُ لَهُمْ وَأَسْرَرْتُ لَهُمْ إِسْرَارًا
5428,5428,5429,29,71,10,"""Saying, 'Ask forgiveness from your Lord; for He is Oft-Forgiving;",6,28,اور کہا کہ اپنے پروردگار سے معافی مانگو کہ وہ بڑا معاف کرنے والا ہے ,فَقُلْتُ اسْتَغْفِرُوا رَبَّكُمْ إِنَّهُ كَانَ غَفَّارًا
5429,5429,5430,29,71,11,"""'He will send rain to you in abundance;",4,22,وہ تم پر آسمان سے لگاتار مینہ برسائے گا ,يُرْسِلِ السَّمَاءَ عَلَيْكُمْ مِدْرَارًا
5430,5430,5431,29,71,12,"""'Give you increase in wealth and sons; and bestow on you gardens and bestow on you rivers (of flowing water).",9,47,اور مال اور بیٹوں سے تمہاری مدد فرمائے گا اور تمہیں باغ عطا کرے گا اور ان میں تمہارے لئے نہریں بہا دے گا ,وَيُمْدِدْكُمْ بِأَمْوَالٍ وَبَنِينَ وَيَجْعَلْ لَكُمْ جَنَّاتٍ وَيَجْعَلْ لَكُمْ أَنْهَارًا
5431,5431,5432,29,71,13,"""'What is the matter with you, that ye place not your hope for kindness and long-suffering in Allah,-",6,21,تم کو کیا ہوا ہے کہ تم خدا کی عظمت کا اعتقاد نہیں رکھتے ,مَا لَكُمْ لَا تَرْجُونَ لِلَّهِ وَقَارًا
5432,5432,5433,29,71,14,"""'Seeing that it is He that has created you in diverse stages?",3,15,حالانکہ اس نے تم کو طرح طرح (کی حالتوں) کا پیدا کیا ہے ,وَقَدْ خَلَقَكُمْ أَطْوَارًا
5433,5433,5434,29,71,15,"""'See ye not how Allah has created the seven heavens one above another,",8,33,کیا تم نے نہیں دیکھا کہ خدا نے سات آسمان کیسے اوپر تلے بنائے ہیں ,أَلَمْ تَرَوْا كَيْفَ خَلَقَ اللَّهُ سَبْعَ سَمَاوَاتٍ طِبَاقًا
5434,5434,5435,29,71,16,"""'And made the moon a light in their midst, and made the sun as a (Glorious) Lamp?",7,33,اور چاند کو ان میں (زمین کا) نور بنایا ہے اور سورج کو چراغ ٹھہرایا ہے ,وَجَعَلَ الْقَمَرَ فِيهِنَّ نُورًا وَجَعَلَ الشَّمْسَ سِرَاجًا
5435,5435,5436,29,71,17,"""'And Allah has produced you from the earth growing (gradually),",5,24,اور خدا ہی نے تم کو زمین سے پیدا کیا ہے ,وَاللَّهُ أَنْبَتَكُمْ مِنَ الْأَرْضِ نَبَاتًا
5436,5436,5437,29,71,18,"""'And in the End He will return you into the (earth), and raise you forth (again at the Resurrection)?",5,26,پھر اسی میں تمہیں لوٹا دے گا اور (اسی سے) تم کو نکال کھڑا کرے گا ,ثُمَّ يُعِيدُكُمْ فِيهَا وَيُخْرِجُكُمْ إِخْرَاجًا
5437,5437,5438,29,71,19,"""'And Allah has made the earth for you as a carpet (spread out),",5,22,اور خدا ہی نے زمین کو تمہارے لئے فرش بنایا ,وَاللَّهُ جَعَلَ لَكُمُ الْأَرْضَ بِسَاطًا
5438,5438,5439,29,71,20,"""'That ye may go about therein, in spacious roads.'""",4,22,تاکہ اس کے بڑے بڑے کشادہ رستوں میں چلو پھرو ,لِتَسْلُكُوا مِنْهَا سُبُلًا فِجَاجًا
5439,5439,5440,29,71,21,"Noah said: ""O my Lord! They have disobeyed me, but they follow (men) whose wealth and children give them no increase but only Loss.",13,50,(اس کے بعد) نوح نے عرض کی کہ میرے پروردگار! یہ لوگ میرے کہنے پر نہیں چلے اور ایسوں کے تابع ہوئے جن کو ان کے مال اور اولاد نے نقصان کے سوا کچھ فائدہ نہیں دیا ,قَالَ نُوحٌ رَبِّ إِنَّهُمْ عَصَوْنِي وَاتَّبَعُوا مَنْ لَمْ يَزِدْهُ مَالُهُ وَوَلَدُهُ إِلَّا خَسَارًا
5440,5440,5441,29,71,22,"""And they have devised a tremendous Plot.",3,17,اور وہ بڑی بڑی چالیں چلے ,وَمَكَرُوا مَكْرًا كُبَّارًا
5441,5441,5442,29,71,23,"""And they have said (to each other), 'Abandon not your gods: Abandon neither Wadd nor Suwa', neither Yaguth nor Ya'uq, nor Nasr';-",13,55,اور کہنے لگے کہ اپنے معبودوں کو ہرگز نہ چھوڑنا اور ود اور سواع اور یغوث اور یعقوب اور نسر کو کبھی ترک نہ کرنا ,وَقَالُوا لَا تَذَرُنَّ آلِهَتَكُمْ وَلَا تَذَرُنَّ وَدًّا وَلَا سُوَاعًا وَلَا يَغُوثَ وَيَعُوقَ وَنَسْرًا
5442,5442,5443,29,71,24,"""They have already misled many; and grant Thou no increase to the wrong-doers but in straying (from their mark).""",9,38,(پروردگار) انہوں نے بہت لوگوں کو گمراہ کردیا ہے۔ تو تُو ان کو اور گمراہ کردے ,وَقَدْ أَضَلُّوا كَثِيرًا ۖ وَلَا تَزِدِ الظَّالِمِينَ إِلَّا ضَلَالًا
5443,5443,5444,29,71,25,"Because of their sins they were drowned (in the flood), and were made to enter the Fire (of Punishment): and they found- in lieu of Allah- none to help them.",12,56,(آخر) وہ اپنے گناہوں کے سبب پہلے غرقاب کردیئے گئے پھر آگ میں ڈال دیئے گئے۔ تو انہوں نے خدا کے سوا کسی کو اپنا مددگار نہ پایا ,مِمَّا خَطِيئَاتِهِمْ أُغْرِقُوا فَأُدْخِلُوا نَارًا فَلَمْ يَجِدُوا لَهُمْ مِنْ دُونِ اللَّهِ أَنْصَارًا
5444,5444,5445,29,71,26,"And Noah, said: ""O my Lord! Leave not of the Unbelievers, a single one on earth!",10,38,اور (پھر) نوحؑ نے (یہ) دعا کی کہ میرے پروردگار اگر کسی کافر کو روئے زمین پر بسا نہ رہنے دے ,وَقَالَ نُوحٌ رَبِّ لَا تَذَرْ عَلَى الْأَرْضِ مِنَ الْكَافِرِينَ دَيَّارًا
5445,5445,5446,29,71,27,"""For, if Thou dost leave (any of) them, they will but mislead Thy devotees, and they will breed none but wicked ungrateful ones.",10,43,اگر تم ان کو رہنے دے گا تو تیرے بندوں کو گمراہ کریں گے اور ان سے جو اولاد ہوگی وہ بھی بدکار اور ناشکر گزار ہوگی ,إِنَّكَ إِنْ تَذَرْهُمْ يُضِلُّوا عِبَادَكَ وَلَا يَلِدُوا إِلَّا فَاجِرًا كَفَّارًا
5446,5446,5447,29,71,28,"""O my Lord! Forgive me, my parents, all who enter my house in Faith, and (all) believing men and believing women: and to the wrong-doers grant Thou no increase but in perdition!""",15,73,اے میرے پروردگار مجھ کو اور میرے ماں باپ کو اور جو ایمان لا کر میرے گھر میں آئے اس کو اور تمام ایمان والے مردوں اور ایمان والی عورتوں کو معاف فرما اور ظالم لوگوں کے لئے اور زیادہ تباہی بڑھا,رَبِّ اغْفِرْ لِي وَلِوَالِدَيَّ وَلِمَنْ دَخَلَ بَيْتِيَ مُؤْمِنًا وَلِلْمُؤْمِنِينَ وَالْمُؤْمِنَاتِ وَلَا تَزِدِ الظَّالِمِينَ إِلَّا تَبَارًا
5447,5447,5448,29,72,1,"Say: It has been revealed to me that a company of Jinns listened (to the Qur'an). They said, 'We have really heard a wonderful Recital!",13,51,(اے پیغمبر لوگوں سے) کہہ دو کہ میرے پاس وحی آئی ہے کہ جنوں کی ایک جماعت نے (اس کتاب کو) سنا تو کہنے لگے کہ ہم نے ایک عجیب قرآن سنا ,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ قُلْ أُوحِيَ إِلَيَّ أَنَّهُ اسْتَمَعَ نَفَرٌ مِنَ الْجِنِّ فَقَالُوا إِنَّا سَمِعْنَا قُرْآنًا عَجَبًا
5448,5448,5449,29,72,2,"'It gives guidance to the Right, and we have believed therein: we shall not join (in worship) any (gods) with our Lord.",10,37,جو بھلائی کا رستہ بتاتا ہے سو ہم اس پر ایمان لے آئے۔ اور ہم اپنے پروردگار کے ساتھ کسی کو شریک نہیں بنائیں گے ,يَهْدِي إِلَى الرُّشْدِ فَآمَنَّا بِهِ ۖ وَلَنْ نُشْرِكَ بِرَبِّنَا أَحَدًا
